text,sentiment
 something for you is on its way in the mail to your pj address  just fyi,1
planning to run riot in luton today  ba haa   not reeeally  where s the library in this        town though ,1
 hale yeahhh that s the coolest part about it    hahaha  and i can match grieco ,2
happy mothers day mom ,2
i have been married  year to the most wonderful man,2
     my besties  if only  was there ,2
 it is far from downtown    minutes or so  and they do have veggie burgers,1
omg   bgt making me cry    that wee girl  it s soo sad ,0
   whether that s good or bad  i can t disagree with you there ,1
i d respond  if i were going,1
awake from the nap,1
just got finished watching marley and me  and i cried like a      baby   i m missing my beast like crazy ,0
today was sooo boring in school  i was sleeping all the time,0
will this rain ever go away  my puppy is getting cabin fever and she doesn t like going out in the rain,0
 days till beyonce,1
chilling with some tv quite bored at the moment,0
almost everyone can suck my      right about now  ive had it up to here with people      me over  ,1
happy mother s dayyyy  love you mummyyyyyyyy,2
 so glad  i hope yall make it back down near new orleans,2
work  work  work and why did i get so tired all of a sudden     nicole told me you say  hi  aww she was so enthusiastic  hi paul,1
 that breaks my heart,0
 o wow only just found out new xbox is called    how did i not no im a geek    ,1
i hate watchn things that make me sad n wana cry,0
 i ve got one too  though i think mine was attributed to the seizure inducing color light show in the movie the soloist ,1
who builds a hotel without air con  bloody boiling in here   ,0
wanna b marie antoinette  cos she had perfect hairdo  fab clothes  n tons of macarons   crappy day,0
 i miss youuu and i wish i was dodging semis with you,0
 i dont have no plans just to go home and watch the game  plus i still have to work early so cant be out partying too late,1
oh no  my kindergarten teacher died  mrs  collinson always remembered every student she ever had  loved that lady ,2
     it s fantastic ,2
 â â½ in vancity  holy shizz  i will be home soon kids ,1
well going to sleep peoples   night all twitterers   loves ya    welcome home ,2
hi  thanks for the follow  good luck with your friend  ha,2
taco bell with the tramp yesssssir,2
 have you guys heard about the flu that s been going around  swine flu  hope you guys are safe  there ve been deaths already    s,1
  happy mommy s day,2
eating chicken noodle soup       its one of those days,1
fresh prince and sleepy sleeps my nightly routine  gotta go to dmv early tmrw,1
 i keep trying to talk myself out of australia by thinking of the jet lag  so far it isn t working    i still want to go ,1
i didn t get the job at stuff magazine  dammit  that would have been amazing   oh well ,1
 depressed that both of those are already out but yours isnt  i want your book  ,1
new york from  looks rather good  last night in the big apple ,2
waitin for the man to get home so he can take me out      been waitin  hours,1
 hell unlucky   o and and it comes out next week here ,0
 boo  i must ve deleted it from my phone   can t find it in my emails either ,0
 good luck with it  do well   my best wishes are with you ,2
have lots  as usual  laundry  thanking god  cleaning house  praising god  cutting the hedge and thanking and praising god some more ,2
 good luck tonight  have fun,2
 it s not working here,0
why must the weather b so nice and then so bad all in  minute,2
 wish i was but im in chicago,0
is going to go get some food ,1
omg    i just learned that the little girl who played ducky in the very first land before time movie was murdered at the age of   wtf ,0
 yeah i know hun  spammers seem to move fast though  already had two in first few minutes of posting   block  em,0
   partying at the pineforest  ,1
i wish pitchfork would shutup about  primavera   makes me miss spain,0
i am on blaze and my head hurts ,0
 kenny u alive      i m here getting da hair done  to bad i m not chillin w  u todat  kinda sad,0
 oh man  they better do something to fix that   ugh stupid verizon,0
soul i look forward to your new cd  big fan,1
 no you didn t   not more then me anyway,1
lol exams i didn t go to mcast or other school i finished form  and that s it soo disappointed in myself,0
i have to work tomorrow too sheli,1
dead gerbil,0
happy star wars day   may the fourth be with you ,2
oh how i love texting my drunk friends  hahahaha,2
waters was until i had to go home  cause the presentation ended  x,1
 i thought it was a simple one  i found it hilarious ,2
  dance parties  fun times    awkward situations  highlight  driving w  nims and annie listening to satellite windows downnnn,1
 it took me months to understand your avatar,1
 the winds nearly blew you out of the outfield ,1
just woke up and feeling real good cause of krispy kreme  i want me some doughnuts,2
 hey,1
okay i feel really sick now,0
just got back from lunch and feeling more like a nap is in order than work  but i will press on ,1
lohang  is listening to music  really happy about  librefm  audacious combination  here s my profile  ,2
 i think twitter hates  when it comes  photos  took me ages the other day  change my pic   especially at this time ,0
traffic jam outside of chicago  i feel very  office space  right now ,2
 can t wait to see it tonite   should be hilarious,2
chillin waitin for my hunny baby to get out of work       to get my drink on while finishin da song i have,2
gonna go to my aunts party  it s gonna be a late night thing so hopfully i can get up for school tomorrow ,1
 another day and i couldn t find you     i ended up trying another cart  can t remember their name    sigh ,1
 thanks  feel so happy  make ur day a great one  enjoy it  the fullest n have fun always,2
talking on the phone with someone i ve missed a lottt ,0
fml  ughhhhhhhhh  im not going anwhere today just sit in the bedroom i share with my mother and cry ,0
why is it so hard to find good house events in the sacramento area ,0
babsi there s a manual process    but it s taking  on my outlook database    pffff  crappy msft product,0
 flik good one    might think about it for this year s nanowrimo competition ,2
 i get to go to coffee now  it s no fun  i hate it too ,0
the bus is rolling along faster than expected  i might make it home by    maybe ,2
 no worries,2
oh yeah   is so playing earth  wind and fire,2
 lol wat u making me come all da way overr there for v,1
 dayssss ahhhh super excited    they re telling me that my heart wont beat again    jls were awesome yesterday   ,2
 you re so cute ,2
 thx  following  r y a band  what kind of genre that y play  nice to meet all of y,2
prom tonight   too bad im not going to be there,0
r i can t get one either because of the dog  i m pretty sure the bunny wouldn t survive a struggle with tom,1
good day all  let s see what we can get accomplished today together ,2
just realized tonight s drake,1
 make her something  buying something is too impersonal  she s your mom ,1
 you are what u eat  isn t exactly true    you are what u digest  todayisaprosperous  productive day  thankujesus   beyeblessed  hee hee,2
omg  i didnt even know my friend knew      lol its a small world,1
aaauuuggghhh  in n out  check  mcdonald s  check  haha  next is hot cheetos ,1
shud realy go  bed  proper tired bt cnt b boverd   x,0
watching wizard of waverly place,1
i was just asked by a suit where i was heading to  i didn t think i looked that much like a     ,0
 that s just how babies are  their little rhythms are still in sinc with when they were inutero ,1
 unless absolutely gorgeous i d rather men stayed covered up  have seen sights today to put you off your food          ukpubs,2
ok tweeps   sorry  too many twitpic  i ll delete those pics as soon as  had  em copied,0
home from school  out tonight  probably not,1
obama is the ish      he is funny ,2
mmm  eating tostitos    piknik with spinach dip from s r   ,1
has so much to blog  but has no time to,1
i m sooo lost without my car  this is truly depressing  pregnant people should never be this stressed out ,0
 i want some ice cream,1
 haha nice  i heard it s a sweet hotel  on another note  not a good game last night,1
got my car back and excited sad for the going away party i m attending tonight  dani is going back to brazil   ,1
  you are now famous in houston  take a look  ,1
 i hope your mom is ok ,2
 oh lucky u   i need to send mines away to get fixed,2
 yep that one works  i love potbelly but i can t get it in az  have to wait for my chi town trips ,1
everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote   i will somehow      ,0
 yea once   me and my friends flew out to amercia to see her w  the jonas brothers    have u  haha i hate bebo  p   aw cant wait,1
just finished filming for the day  another fun day on the set  hahaha ,2
 if you click on settings  there is a link to the public timeline at the bottom of that page ,1
  coomee to ja maiii cah an feel alllll right    hahaha,2
 good song,2
i dont associate with fake asses ,0
so much for buying that awesome new phone from sony ericsson    i am now berry d like everyone else   ,2
 what are u doing now   ,1
had so much fun today    i love alyssa arellano and mika reyes     ,2
what a beautiful morning   it s time to get up and enjoy the sun,2
 we want to trade with someone who has houston tickets  but no one will ,1
smh     im sick with this bug that s going around  almost everyone i know is sick  including me   ,0
an hour of walking in hot weather   a satisfied but hurting nellie   ow  blisters ,1
 this is really helpful   you swear a lot  i just realized  haha ,2
wow  i just install twitter fox  i am tired to keep refresh my browser,1
to all mothers out there    or even soon to be mothers   happy mother s day y all,2
reception food at long beach graduation   no champagne  ,1
 you re back ,1
 you are the sweetest   love you cuz ,2
broken my leg  comment me please,0
has found that old familiar feeling again ,2
 truly  like what ,1
 thanks dear  i know this  but i appreciate the validation as always,2
 me too     need some tour dates stat ,1
 i assume you mean  item with  nested lines  but no invert call tree button to be found   ã â â½  ã â â½   ã â â½,0
weee  internet is back here at home ,2
staying home to work on a linoleum block carving for a project  due tomorrow   there will probably be pictures ,1
  yes ,1
 we need men to give their input too so i ll fill u in on the time very soon,1
 oh wait  i messed up my own messed up lyrics  that should be  don t concretize it ,0
starting to wonder if i m going to get this job    came across as though i d find work elsewhere if needs must    not intentionally,1
 like u said  give tc a chance   we will miss thomas  but have to move on  so watch this  ,1
is up early to send someone off at the airport   ,1
day  of back to work   day  went allllllllright i was only exposed to the swine flu for  hours so thats ok i think  just wash my hands,1
hmm maybe i this time i really did over react and do the worst,0
 nooo    as a font connoisseur i can totally relate dude  my heart goes out to you,0
i m off for tonight good night everyone,2
 my stupid putet won t let me go to your chat,0
 thanks  night,1
leo carillo beach and will rogers state park are on the list of state parks that might close      ,1
the tip of my finger hurts  lmao,0
 hi its not about howmany people follow you its about how much you help others,1
  the weather may makes it  cause temp fell down to  from  which were yesterday     ,1
i feel bad for john and kate  and the  ,0
hungraaaaaaaaay  i ll just eat  don t go away twitter   lunch ,1
goodnight  ps  thanks for jailbreaking my ipod  stacie  ,1
ugh  i have got to stop biting my nails  grrrrr,0
 well then you should come  nigguh  only thing is i may be going to like phuket or bali afterwards,1
me knows what to be tested on all the exam subjects except for english       davis ,0
 haha hi mum  wow yes  very modern of you  now you just need to get a facebook account  p s  talk to me by writing ,2
 yeah  that doesn t sound very good,0
 for me they re not,1
 don t you procrastinate     like i do    ,1
     muji  yipee  is anybody coming here  i can send them over hahaha  but can somebody bring jt s bsg disks  haha,1
 hot weather for the lose  and i have to clean too   cleaning in the heat sucks balls ,0
yay  just bought american dad volume   also seen australia is out on dvd  could be a lot cheaper than going   ,2
benson the macarena never looked so good  loved the  aaaaiieee  squeak   exclamation,2
just for fun  jessica alba weekly twitter follower count          this is starting to look like a movement   ,1
saw this lil girl that has big eyes and hair like dora the explorer  how cute,2
  dancing pirouette ballerina hugs   morning my awesome brudder ,2
 thank you  sweetie  i just don  understand how people can be mad at me for something they made as a choice in life  ,2
 good luck with your breakfast search  but here in the us  i have to go to bed  lol  goodnight david ,2
 gray       i so feel neglected,0
can t sleep    people keep textin me   ,0
exam at  ,1
 no happy hour in ccp eithah that s  bad,0
i m wishing i was outside instead of trapped in my office ,2
  have funnn ,2
watching thomas the train engine makes me miss george carlin,0
 dsi is the latest nintendo ds with  cameras   stuff built in  we are a gadget house  luckily i get my blackberrys free from work,2
dave meany,1
well i guess it all depends undergarments ,1
this week has been fun   i hope next week will be even better  nyc in  days,2
worried about the reply after sending the sms to  ,0
happy mother s day mommy and grandma haha  ily,2
 i want to know who is that      i tried to ask p kia but he still not reply me  but now he change his status to  away ,1
 was yeah    work in  hrs  how you,1
does anyone know how to scale a pic down i m trying to change my pic but all my pics r  big n i keep cropping them   help,0
we re one  but we re not the same  we get to carry each other,1
make your own google search page with your name   ,1
 thankyou  how is ur night ,2
a bird flew into window at my parents house and snapped his poor neck  gotta bury him,0
i m awake  anybody else awake  wish i lived in the us since all the fun happens when i m asleep ,2
 no way  what about sydney   yeah  you guys are like the semi older version of short stack  however  with the same talent ,1
 thanks to follow,2
not feeling it   just left the glasses on  peace and unity ,1
will you guy s keep voting for her and ask u r followers to help to  only  left before competitions close ,1
i m playing left  dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms   ,1
waiting around for boyfriend  then off to queens      looks like it s going to pour here in dt bklyn  umbrellaless,1
benson you are an absolute legend  love love love it,2
i just lost a fight against  on tweefight  i lost  please revenge me  try now ,1
castiel is loveeeeeeeeeeeeeeeeeeeeee,2
 bullhorn  tell ur friends  follow me  come onnnnnnnnnnnn ppl,1
going to see my grandad today   ,1
 i know i cant deal  this   life is not for me,0
feel crappy today,0
has made up her mind     ,1
  not good  he wouldnt like his girl flirting with his colleagues would he ,0
just woke up  having coffee  listening to music  reading rss   sunday feels great,2
 my mom wants to lay  we ll be there later  probably a little after   and  i m sorry you re sick,0
 yeah i hate that too     sorry ur goin thru that,0
doggone it  i only got an hour nap in  i really want some ponderosa chicken wings ,1
mc string out the dress   work that into a track please    what do u have coming up   i m ur biggest fan,2
  thankyou very much  you rock ,2
 i couldnt come to see you in southend on the  as i couldnt get the tickets    ill have to come see you when you solo tour,1
 what dey do homie  i wish it would stop raining already   plus my vacay is almost over,1
working on the climb season  episode   ,1
fo shizzle      i m bored and wanna go do something   wish i went to pisay today  oh wellz  wonder who were there ,0
binstruct suffers from an update of the mib package    and the developer of that package is on holidays,0
i also think that i m talking to myself now  okay i need to get to bed  btw  i miss my brothers ,0
 the link doesn t work,0
good day  ya ll  happy mom s day ,2
im officially done with school til fall ,1
 it didn t start as a long message     it just got longer when i wrote it,1
warwoundsc i feel ya pain  i ve got myself a nasty cold too  get better soon,1
almost lunch time,1
 aww such a cutie,2
thanks for the follow  doug  i like that hat,2
happy mother s day   and for single dads who plays both mom and dad role enjoy your day too,2
 i had a very good day   lots of stretching and sleeping in the sun,2
 i don t want to       i am going to cry all the way home   ,0
is going out for dinner    just the two of us    niceeeee,2
hairdye patch test has just smeared all over my white duvet cover              ,0
 so how is the most wonderful mommy in the world doing ,2
wow it s definitely friday  the gym is completely empty  what to do  i d like to play the wii but i guess i ll vacuum,1
so  why the hell are we going to school for  hours next monday and tuesday   dumb snow days and thier lame rules   my mom making me go,0
dana just found out she doesn t get to take lunch now  but rather in an hour  hello delivery   ,1
oww  can t even describe how much my back hurts  going to have to go to the stupid doctor ,0
wow    my god the whole ui is sooo much snappier  it s more responsive than tweetdeck now   tweets feel like ims lol,1
ha im so glad it stopped raining   my umbrella broke today,1
eh they shut the freeway down  omw to a job interview so i guess i m gonna be late,0
 that couldn t be more true  i like ur momma s style ,2
great  now there s a cloud that s really  really dark grey right outside my office window  this sure has a lotta precip with it ,2
morning darlin   hope you re feelin  tip top    ,2
  guys  nothing is free in life  where is my shidduch money ,1
    ohhh  how lovely  i m glad that you had a great time there ,2
i don t think the coffee at work agreed with my tummy,0
thanks  carry on the craziness again   ,2
 good luck with your auction,2
watching the cavs     ,1
some guy just said he wanted to spank me,0
 me too  no one even liked my answers to life last night  pshh,0
time to do some revision while listening to  albums non stop all day  again ,1
 hahah lucky   i have to wait  days  poop lol where abouts in the gold coast are you   if u dnt mind me asking ,2
 we ll see craig might just hog u guys  haha i work till  tonight anyways,1
 you are  spot on    i wouldn t tweet without it   thanks for your share tonight ,2
i wish i was in jonathon ross  audience right now,1
 yeah  a few peeps  it should be a good day to catchup with everyone,2
 yeah  ok  that ll probably happen too ,1
 ohwwww  whatever i m excited anyway ,2
dang my phone is still broken   just come over whenever ,0
i love cute texy messages  especially when he calls me mandy,2
cordon morning  done a bit more  i do have  weeks to go  but am trying to get most of it done in advance  how s you ,1
 haha  i remember that  that trip was fun  i miss miss miss miss miss chu,1
sprained my ankle  like really badly and tore some stuffs  it hurts  and its my birthday weekend,0
i ate a foot long from subway like an hour ago  omg  i m happy and full  i hadn t ate since b fast   happy lis ,2
 sorry your day was so bad   gettin the drink on  good plan ,1
 thanks too,2
 i love these clutches  i m lusting after one in bright yellow,2
 any chance of seeing you at a race in germany  unfortunately hardly any tv   news coverage of cycling here anymore ,0
nite tweeple   tomorrow will be day  at work ,1
 oh no not difficult  it s just nuts that s how you have to market yourselves on home turf,2
 we will work on that mama  sweetdreams ,2
ugh i hate photobucket  an amazing place to edit pictures is    i use it alll the time ,0
good morning to another too late sleeper    one of my excellent designers is valerie  see   picture,2
twitter connected with facebook      ,1
tgif    this  short  week has been wayyyyyy too long,0
yeah me too ,1
 you re telling me ,1
has her mind abuzz re  advertising industry   standards   don t hate me because i like maths  ok ,1
lost some   at work    nt happy right now      sloanster  ,0
 k its  slices left,1
 as it is now  my body has already developed a mind of it s own but that mind refuses to co operate with set schedules,1
 i was asleep until my brother woke me up asking me if i ate the rest of the frosted mini wheats  i can t go back to sleep ,0
 aww  cant wait to have you back in la   ,2
exploring twitter s world  me ,1
wondering why i m awake at  writing a new song plotting my evil secret plots muahahaha   oh      it not secret anymore,1
i ve lost my pocket knife  suggestions for replacing a ken onion chive ,1
 all work  no play ,1
lol  you can see the sunburnnn    its not achurley that bad    least i dont think it is xd ,1
writer aww no which one ,1
enjoying my coffee with this super delicious cookie,0
 it was pretty cool  the kids  and  the adults had fun ,2
i gave a homeless lady named ruby an ice cream sandwich and a cigarette   that is my  deed for the day   p,2
 yeah  and that s where everything becomes difficult and generalisations break down  not an easy problem   ,0
hates moving,0
 happy  juddday  carrie,2
aku kbangun  mimpi   very bad dream,0
been sick all week and still not feeling so well  can t go to lena s cook out  gunna spend some time with the fam ,0
i am up and feeling pretty      gud  i dont even have a hangover what a nice feeling,2
    what to say ,1
truong sunbae  my bad jst scratch wht i said  im talking nonsense here   lol    enjoy the perfs,1
 yep still a few seats left for pracc workshop w        see you there,1
 hehe yeah  but too late hun,1
home  tonight was so much fun  goodnight twitterbugs ,2
is chatting with willy valdez about comics,1
pretty amazing weekend so far  but its bedtime    i m exhausted   mothers day tomorrow  nighty night,1
 i think she ll pull through ,1
i neeeeed plans  no one can hang out tomorrow  booo ,1
i wanna go there  where you go  i wanna find out what you know       david and mileyyyyyy    ,1
greg pritchard should have got threw to the final of britains got talent,0
ahhhaaaaa is gunna get straight back on it ,1
  thanks homskis  its like christmas ,2
ok    twitter i almost pass out because of you              ,0
 awwww ray you re the best   it means a lot to me that you say that  i can t wait to hang with you again  hopefully soon ,2
 i like tweetie better  that is what i use all the time,2
hmmmm     i wonder how she my number    ,1
up already  nooooooo ,0
 i agree ,1
feelin lonely now after spendin the last  hours with my friends,0
 yeah next time,1
 aww    my mom will appreciate it   much the same to your familias  when do you leave for tour ,2
chili night in minneapolis   i refuse to turn the heat on in may ,1
george lopez  bed  mommys day tomorrow     i wish house was on hugh laurie  is sexay  sometimes i like way older guys ,2
rain rain go away,0
spending a wonderful mothers day with brad  mom and dad   happy mothers day to all moms,2
just finished baking some cinnamon rolls   soooo yummy ,2
 how was the ice cream ,1
 i don t know you  but you made me lose,1
 happy stars wars day    me s a ja ja binks ha  a crappy day outside though ah well makes me have a bit more motivation to revise,1
 week before the palm pre comes out and my centro dies  i have a temp phone but my contacts aren t transfered yet   sadpanda  fb,1
 i m on msn now,1
of course  the evil day job wants me to stay longer   i need to win the lottery ,2
in a philosophical mood tonight  wandering round after dark does that for me,1
 theres no such thing,1
 awesomeness,2
back from a e  very nice doctor diagnosed ligament damage  she felt i could still do my  run  but it might take me  days to heal,2
today is my last official day of uni  no more balancing uni work with music     til october atleast,1
over thought tying my shoe  couldn t figure it out for a while,0
just another manic monday   wish it were sunday   that s my fun day  happy monday twitterland,2
just downed  live abalone sashimi with  bottles of sake with father in law   very happy,2
 probably not a good idea  its hard to tweet on the web  i miss tweetdeck    cry ,0
i am braid free  i miss thee     blond here i come  ,1
almost  cases of swine in australia  hope may still decides to come visits me,1
 chica  two more days   i want the us elle too ,1
rap battling at second sat  now at the moviesss  haha  i swim in a lake of sex   matthew m    ghosts of girlfriends past ,1
 remember to put your phone on silent  lol  night loveees,2
 and i m listening ,1
first weekend at home,1
 jungle book  mary poppins  or bugs life   depending on if you want cartoon  live action or cgi,1
good morning tweeties  what to do today  i am all rested up from richmond and ready to hit the beach ,2
 you must love sydney more  dont leave us sydney kids      ,2
 that s my baby,1
crashing from my wi high   missing mayfield,0
ugh  going to skool,1
bluedart takes a shipment all the way before figuring out  no deliver  and then bring it back  databases anyone ,1
 lol biking is manly,1
waking up at ungodly hours to go to work is starting to get old  at least the coffee is good,2
 hi angela  can you check your email  i need one thing from you  sorry if it s your day off   ,0
as if i finsh work at eleven   is that even allowd   cauz i really dont want to   lol,0
microsoft announced windows  release candidate  download available tomorrow,1
  now or never  makes me cry everytime  lol ,1
 black russians makes me think of a  white russian  and this movie quotation   that rug really tied the room together  ,1
had fun at wango tangooo ,2
once i hit christian in the head with a metal bat  haha he then socked me in the eye  haha i miss being a reckless little kid,0
  shame on me   ,0
 nessa is   on maxim magazine s hot  of ,1
i guess it wasn t meant for me to change it,1
my parents wachting tv but it is terrible and there is nothing else  me so sad,0
am in the place called  of now where   take me out from here  somebody  ,0
having dinner at the crown at south moreton with david and a stroppy teenager,1
 did you get my text ,1
 plenty of good trivia on wikihow  just trying to help  hope u got to sleep by now ,2
time to add some more rfid ed object to send messages to twitter everytime i use them    more coffee cups  armani code  pantone  mug,1
 it s  xo,1
 oh plzzzzz u never had time for me   ,0
with emma  going  see diversity today  o  x,1
i learnt something new today,1
only have   followers    so sad ,0
 you said your getting mcflys live album   whats it called       ,1
i saw the best  back combed poofy bangs this morning on a      in high  by the time i turned around she was gone    no picture,1
 i need one too ,2
   these dogs are going to die if somebody doesn t save them ,0
    from g s to gents season ,1
 yep  ,1
after a great day at work with the kids  disappointment with my roof decal,1
feeling extremally ill,0
my respect for travis clark has gone down   notches,0
twitter you suck,0
rahal thing about living is that there are always undeveloped pictures in your future ,1
you know what it is to see people you love most in his country and could not get closer ,2
i have to be at work at  am      thanks to me ppl will be getting their freakin starbucks  peace out ppls ,1
just realized all his fantastic nerdfriends no longer live in rochester,1
 it s like  bucks for  shots  what kind of camera do you have ,1
 cricket  beer and sunshine very good  well apart from the beer cause i m on tablets ,2
 it says lo s page doesnt exist,1
 we ll get hitched when you get here ,1
tonight was fun  love my girl tanna ,2
i think the ups web site hates me now  still no brewing supply package   held hostage at work by slow ups delivery,0
cant wait to leave work,1
so tired after work   but i have king s bounty add on and a vampyre story for a evening  and x men comixes is completely donloaded,0
can t wait  a real bed   haha,2
goodmorning tweedles  very happy mood  i think i will always be after this past weekend  lol vids of the  beyonce weeknd  coming soon ,2
 you really are always dirty    ha ha     do you have a      addiction   ,0
 awww boo  i      lovee doing all the girly thingss,2
 chillin promoting muzik   not eating  lmaao,2
i guess i am too freaky for followers ,0
 i feel like tweeting you for no reason  so um hiiiiii ,0
here s a big moan for dave leyrock    im up in    pity me  coloursfest ahoy xo,0
 good morning   you re up early  feeling enthused to design your life   thanks to manics for that phrase,2
yesssssssssss  a rocket to the moon is  going on warped ,1
just wake up and i got flu  ,0
burning my tongue on won ton soup,1
when the weather s    ugh  something like asthma  so  yeah  ventolin ,0
 no its pre made jelly and its for me and bradie,1
is anyone else having problems following and unfollowing peeps  for me this has gone on for over a week ,0
i kind of miss a certain someone already   and  i never get to see him again ,1
is needing to make a new video,1
 hey peter  thanks for the follow  so many sydney pastors tweet    shame no bris pastors are on twitter  we re behind ,1
is planning her week  its going to good  going to get a lot of stuff done,2
 yay  you finally get to have a trip away from home again  how exciting  you  going to shop a bit  ,2
home from sting  crunk  of course   long      day n nite  also  visited my boy rob v  all is good  happy mother s day    word to yo mutha,2
excited for enfest yaaaay,2
 would love it but have plans,2
wants to cool down,2
is trying to buy a new bible   but they just aren t the same   why did my dogs have to chew it up ,1
  it never started   ,0
kicking back at home,1
stayin over at dustins tonight    my car hates me ,0
 l  ice grande half sweet french vanilla soy milk from starbucks means summaa s coming    ,2
job hunting  yay     ,1
up  i slept in till       shooting a new vid today,1
with sean s  watching house of a thousand corpes,0
is moving out of nesbitt ,1
 i love you but i can t call you cause i live in argentina  really really love you mitchel ,2
so bryan was at the sweet  and i didnt think we were gonna talk but towards the end of the night we talked,2
 haha  not always  just a  day trip  for a friend  but i ve been here some times  that s why i know basic japanese,1
 pride next weekend in long beach  ,2
oh no somebody hacked into my email  i m scared now  what the       ,0
just watched terminator  and i cried  its the one movie that makes me cry for some reason when arnie dies   im lame ,0
 or even listen to susan s green policies,1
 you always catch me away from my computer    ,1
i wasn t sore yesterday  but i m definitely feeling those hills now  my legs hurt all the way up to my booty  its a good hurt,2
 i want you all here with me too  ya l shoulve gone with rm ,1
 the only thing i know about star trek is the joke from tina fey s twitter   may the  be with you ,2
  ack   of course i m a person  but i think  knows that,1
 i can give you the contact of the person who makes those cheesecakes ,1
when i decide to be on time for something  that devil is always there to counteract  frustrating but not discouraging   ,1
i hate being sick  i miss   and ,0
thank goodness for starbucks iced coffee   i was feeling so sluggish today  i think its this awful la weather,1
uh  finally home  but completely wiped ,0
i have officially hit the wall  totally nonfunctionalproductive at work,0
trying to reorganize plans for tonight uggg  hopefully it will still be lots  o fun ,2
grrh my phone  brand new might i add  keep just switching itself off and others are saying theirs does the same,0
 i love it to   but i knw there gna cut stuff out on tv,1
memorizing the first  lines of the general prologue of the canterbury tales  ughhh ,1
i hate working nights  cos i m not really able to enjoy this gorgeous weather  as i will be asleep,0
 and  we have your fabulous interracial        woot ,2
got a day of painting,1
 yep  days whoop,1
home yes   that would be perfect   that was supposed to happen  last night  still dry   usually happens as i a heading to appt ,2
 yeah  i agree  it does   btw  check out  linuxoutlaws    ,1
 glad you got there safe   saw your daughter   enjoy your time there ,2
probably one of the best surprises ever   you really are amazing,2
following  keep me updated for the latest dance scene event,1
 it s a date ,1
    live q a       definitely the best part of twitter for me,2
i m feeling so weak and tired from seating down in front of the pc  i really need to study for my ha long quiz ,0
no    months  ,1
 look at the tadpole      no      look at me         foolish dog  ,0
going  watch dogtown  hope it s not too sad ,2
i want tuna   salmon sashimi  b c  rolls and dragon eye ,1
  we were in lindos  and it absolutely ruled  will post some pictures somewhere  some time  back to work today,2
  getting dizzy  going to have to lower my original raise  please don t think any less of me ,0
 i couldnt respond cuz i maxed out,0
i gots the sniffles,1
 it s under a honeymoon by the good life,1
 i really should put up a pic  i guess ,1
cough drops taste gross   blaaaqhhh,0
 i can t stream videos on my phone,1
 yeahh  yeah its the hifi lol  grr dads being a pain  he said if i dont find anyone to go with i cant go   ,0
sunday is runday  outta bed and onto the road,1
dancing around and cleaning the house      loving my sunday so far,2
   me again,1
why do i look so awesome in heels yet am so afraid of them ,1
 i feel like i haven t talked to you in a really really long time ,0
 cause i m not hearing from you guys   ,1
  get into terminal and kill   it   which is really what force quit should do,1
at rocky cola diner in whittier tonight with teacher pal mr  b  we had a great time chatting but no one else came   ,2
 i spell my name alyson too  aly for short  we spell it the best,2
it s not the internal fuse either  poop  might have to get the spare out of the loft  although that might be a job for  people   ,1
ok  son in bath  so gonna see if i can find some quick quotes   gonna miss ya ll this weekend  i m already gettin sad,0
   waves to make it all ok again ,2
 pleased to hear it  but still i am shamed sometimes to hear what some men do,0
mmm    hot chocolate  ugboots and topgear    life is good ,2
 ohh poor girl  i ll email her    i am relying on you being here in october mr  ,0
 a friend uses logic and i must admit i did like it   but i don t have a mac,1
oh no  i just crashed my ball pump,0
thanks for pointing out the crucial problems   both of them have been taken care of   cc   ,2
      overwhelming lead for strawberry lemonade    my husband voted for banana fosters tho ,2
omfg my favourite jerk chicken place closed,0
omgoodness back to school soon fun ,2
 lol  yeah  well  same applies to the grocery store ,1
   grats to aaron and christine,1
 lol i love my macbook too  oh and my imac  can t decide which i love more  ok   imac trumps   macbook,2
no  evr brngs me a starbux      corieography  ,1
is stuck in traffic,1
i want to go to vp  but no one is willing to come with me ,1
 i like your hr shirts  they re inspiring me to think of witty rude hr like sayings i d never actually wear ,2
it s too beautiful to stay inside,2
got people don t let me skip sci pratical becos skola is impt and cannot waste my parents money   nt fair ,0
getting my self a nice cup of tea and turn on some music,2
 err  i get that  now  with the timthumb  what s with the url ,1
oh          placebo tix and tori amos both go on sale at   anticipating hot cake distribution of both ,0
still has half a math worksheet  science wb pages   worksheet  and english to go  feels a sniffle and dry eyes coming along too ,1
kay planted in the garden last week  ive got to check on it,1
 i saw your tweet a couple of weeks ago that had that hashtag  so wanted to contribute since i am a huge mitch fan,2
 that s ok then      i accept the slave role     your wish is my command     hahaha,1
im so tired   i miss dionee already ,0
 an expense i could do without at the moment,1
why are plane tickets so expensive,0
 unfortunately i choose sleep over gym almost everyday  trying to get over it ,0
 he needs to go back to his scotty  that is what he was using when he won last year,2
i don t want to apply for jobs   ,1
 haha no chance  i tweet rubbish back ,0
just woke up  busy busy busy    bake bbyshower cupcakes and jays bday cake  bleach hair again   see my boo,1
 i can t really say much because none of it is set in stone   but i m planning a charity concert for cystic fibrosis,1
 had a life changing redhead   she got away,1
i have major cramples                                                           ,0
  whaaaaaaaaaat    thas hot b     super nice ,2
  hey y all  we are waiting for final edits on our cover of  sombody s baby    can t wait for some input,1
